,index,Date,Round,Game number,Venue,Home Team,Away Team,Home team score,Away team score,Home team score detail,Away team score detail,Winning team,Margin,Year stage,day,month,year,time,HomeCode,AwayCode,Pos_home,P_home,W_home,D_home,L_home,For_home,Agn_home,Max_home,Min_home,Home_W_home,Home_D_home,Home_L_home,Away_W_home,Away_D_home,Away_L_home,Stk_home,Pts_home,%_home,Stkn_home,Stkd_home,Pos_away,P_away,W_away,D_away,L_away,For_away,Agn_away,Max_away,Min_away,Home_W_away,Home_D_away,Home_L_away,Away_W_away,Away_D_away,Away_L_away,Stk_away,Pts_away,%_away,Stkn_away,Stkd_away,target
145,154,2022-07-23 13:45:00,19,2,S.C.G.,Sydney,Adelaide,118,85,"[9, 3, 11, 7, 13, 14, 17, 16]","[2, 3, 6, 5, 9, 10, 12, 13]",Sydney,33,Regular season,23,07,2022,13:45:00,16,01,6.0,17.0,11.0,0.0,6.0,1546,1280,121.0,59.0,6.0,0.0,2.0,5.0,0.0,4.0,2W,44.0,120.78,2.0,W,16.0,17.0,5.0,0.0,12.0,1292,1542,115.0,54.0,3.0,0.0,6.0,2.0,0.0,6.0,3L,20.0,83.79,-3.0,L,1
146,155,2022-07-23 13:45:00,19,3,Bellerive Oval,North Melbourne,Hawthorn,75,121,"[0, 3, 2, 5, 4, 8, 11, 9]","[8, 1, 9, 4, 14, 5, 19, 7]",Hawthorn,46,Regular season,23,07,2022,13:45:00,12,10,18.0,17.0,2.0,0.0,15.0,987,1819,92.0,24.0,2.0,0.0,6.0,0.0,0.0,9.0,1W,8.0,54.26,1.0,W,13.0,17.0,6.0,0.0,11.0,1402,1563,120.0,50.0,5.0,0.0,4.0,1.0,0.0,7.0,2W,24.0,89.7,2.0,W,0
147,156,2022-07-23 16:35:00,19,4,Adelaide Oval,Port Adelaide,Geelong,94,106,"[4, 3, 5, 5, 13, 7, 14, 10]","[5, 1, 11, 3, 12, 6, 16, 10]",Geelong,12,Regular season,23,07,2022,16:35:00,13,09,11.0,17.0,8.0,0.0,9.0,1302,1218,117.0,36.0,6.0,0.0,2.0,2.0,0.0,7.0,1L,32.0,106.9,-1.0,L,1.0,17.0,13.0,0.0,4.0,1586,1158,144.0,66.0,7.0,0.0,1.0,6.0,0.0,3.0,8W,52.0,136.96,8.0,W,0
148,157,2022-07-23 19:10:00,19,5,Gabba,Brisbane Lions,Gold Coast,110,93,"[4, 3, 6, 9, 11, 11, 16, 14]","[3, 1, 8, 3, 13, 6, 14, 9]",Brisbane Lions,17,Regular season,23,07,2022,19:10:00,19,20,3.0,17.0,12.0,0.0,5.0,1688,1340,156.0,53.0,7.0,0.0,1.0,5.0,0.0,4.0,1W,48.0,125.97,1.0,W,12.0,17.0,8.0,0.0,9.0,1435,1370,121.0,55.0,6.0,0.0,3.0,2.0,0.0,6.0,1L,32.0,104.74,-1.0,L,1
149,158,2022-07-23 19:25:00,19,6,Docklands,Western Bulldogs,Melbourne,110,100,"[4, 0, 9, 2, 12, 6, 17, 8]","[6, 3, 11, 5, 14, 7, 15, 10]",Western Bulldogs,10,Regular season,23,07,2022,19:25:00,07,11,9.0,17.0,9.0,0.0,8.0,1570,1402,161.0,61.0,5.0,0.0,3.0,4.0,0.0,5.0,1W,36.0,111.98,1.0,W,2.0,17.0,13.0,0.0,4.0,1468,1107,120.0,56.0,7.0,0.0,2.0,6.0,0.0,2.0,1W,52.0,132.61,1.0,W,1
150,159,2022-07-24 13:10:00,19,7,Docklands,Carlton,Greater Western Sydney,90,54,"[3, 4, 5, 6, 9, 8, 13, 12]","[2, 0, 5, 3, 7, 3, 8, 6]",Carlton,36,Regular season,24,07,2022,13:10:00,03,21,7.0,17.0,11.0,0.0,6.0,1483,1308,116.0,55.0,7.0,0.0,2.0,4.0,0.0,4.0,1L,44.0,113.38,-1.0,L,15.0,17.0,5.0,0.0,12.0,1316,1505,138.0,29.0,3.0,0.0,6.0,2.0,0.0,6.0,2L,20.0,87.44,-2.0,L,1
151,160,2022-07-24 15:20:00,19,8,M.C.G.,Collingwood,Essendon,80,76,"[6, 2, 7, 4, 8, 5, 12, 8]","[0, 1, 5, 3, 10, 7, 11, 10]",Collingwood,4,Regular season,24,07,2022,15:20:00,04,05,5.0,17.0,12.0,0.0,5.0,1450,1365,115.0,51.0,6.0,0.0,3.0,6.0,0.0,2.0,8W,48.0,106.23,8.0,W,14.0,17.0,6.0,0.0,11.0,1341,1558,108.0,47.0,4.0,0.0,4.0,2.0,0.0,7.0,3W,24.0,86.07,3.0,W,1
152,161,2022-07-24 16:40:00,19,9,Perth Stadium,West Coast,St Kilda,62,90,"[3, 1, 7, 1, 9, 2, 10, 2]","[2, 2, 9, 5, 10, 5, 14, 6]",St Kilda,28,Regular season,24,07,2022,16:40:00,18,15,17.0,17.0,2.0,0.0,15.0,1084,1888,107.0,30.0,1.0,0.0,8.0,1.0,0.0,7.0,3L,8.0,57.42,-3.0,L,10.0,17.0,9.0,0.0,8.0,1333,1311,142.0,32.0,4.0,0.0,4.0,5.0,0.0,4.0,2L,36.0,101.68,-2.0,L,0
153,162,2022-07-29 20:10:00,20,1,Perth Stadium,Fremantle,Melbourne,39,85,"[2, 2, 3, 4, 4, 5, 5, 9]","[4, 3, 7, 7, 10, 11, 12, 13]",Melbourne,46,Regular season,29,07,2022,20:10:00,08,11,5.0,18.0,12.0,1.0,5.0,1445,1207,111.0,33.0,6.0,0.0,3.0,6.0,1.0,2.0,1D,50.0,119.72,0.0,D,2.0,18.0,13.0,0.0,5.0,1568,1217,120.0,56.0,7.0,0.0,2.0,6.0,0.0,3.0,1L,52.0,128.84,-1.0,L,0
154,163,2022-07-30 13:45:00,20,2,M.C.G.,Collingwood,Port Adelaide,88,82,"[4, 3, 7, 5, 11, 8, 13, 10]","[6, 3, 6, 6, 8, 9, 12, 10]",Collingwood,6,Regular season,30,07,2022,13:45:00,04,13,4.0,18.0,13.0,0.0,5.0,1530,1441,115.0,51.0,7.0,0.0,3.0,6.0,0.0,2.0,9W,52.0,106.18,9.0,W,11.0,18.0,8.0,0.0,10.0,1396,1324,117.0,36.0,6.0,0.0,3.0,2.0,0.0,7.0,2L,32.0,105.44,-2.0,L,1
155,164,2022-07-30 14:10:00,20,3,S.C.G.,Sydney,Greater Western Sydney,112,39,"[6, 2, 9, 6, 13, 8, 17, 10]","[3, 1, 3, 5, 5, 6, 5, 9]",Sydney,73,Regular season,30,07,2022,14:10:00,16,21,6.0,18.0,12.0,0.0,6.0,1664,1365,121.0,59.0,7.0,0.0,2.0,5.0,0.0,4.0,3W,48.0,121.9,3.0,W,15.0,18.0,5.0,0.0,13.0,1370,1595,138.0,29.0,3.0,0.0,6.0,2.0,0.0,7.0,3L,20.0,85.89,-3.0,L,1
156,165,2022-07-30 16:35:00,20,4,Docklands,St Kilda,Hawthorn,75,63,"[2, 2, 5, 7, 9, 10, 10, 15]","[1, 2, 1, 5, 4, 6, 9, 9]",St Kilda,12,Regular season,30,07,2022,16:35:00,15,10,9.0,18.0,10.0,0.0,8.0,1423,1373,142.0,32.0,4.0,0.0,4.0,6.0,0.0,4.0,1W,40.0,103.64,1.0,W,13.0,18.0,7.0,0.0,11.0,1523,1638,121.0,50.0,5.0,0.0,4.0,2.0,0.0,7.0,3W,28.0,92.98,3.0,W,1
157,166,2022-07-30 19:25:00,20,5,Kardinia Park,Geelong,Western Bulldogs,94,66,"[1, 2, 4, 6, 12, 8, 14, 10]","[4, 3, 6, 5, 6, 8, 9, 12]",Geelong,28,Regular season,30,07,2022,19:25:00,09,07,1.0,18.0,14.0,0.0,4.0,1692,1252,144.0,66.0,7.0,0.0,1.0,7.0,0.0,3.0,9W,56.0,135.14,9.0,W,8.0,18.0,10.0,0.0,8.0,1680,1502,161.0,61.0,6.0,0.0,3.0,4.0,0.0,5.0,2W,40.0,111.85,2.0,W,1
158,167,2022-07-30 19:30:00,20,6,Adelaide Oval,Adelaide,Carlton,84,55,"[2, 4, 5, 6, 8, 9, 12, 12]","[3, 1, 5, 2, 6, 6, 8, 7]",Adelaide,29,Regular season,30,07,2022,19:30:00,01,03,16.0,18.0,5.0,0.0,13.0,1377,1660,115.0,54.0,3.0,0.0,6.0,2.0,0.0,7.0,4L,20.0,82.95,-4.0,L,7.0,18.0,12.0,0.0,6.0,1573,1362,116.0,55.0,8.0,0.0,2.0,4.0,0.0,4.0,1W,48.0,115.49,1.0,W,1
159,168,2022-07-31 13:10:00,20,7,Carrara,Gold Coast,West Coast,107,104,"[5, 1, 10, 5, 13, 8, 16, 11]","[2, 4, 5, 5, 9, 7, 16, 8]",Gold Coast,3,Regular season,31,07,2022,13:10:00,20,18,12.0,18.0,8.0,0.0,10.0,1528,1480,121.0,55.0,6.0,0.0,3.0,2.0,0.0,7.0,2L,32.0,103.24,-2.0,L,17.0,18.0,2.0,0.0,16.0,1146,1978,107.0,30.0,1.0,0.0,9.0,1.0,0.0,7.0,4L,8.0,57.94,-4.0,L,1
160,169,2022-07-31 15:20:00,20,8,M.C.G.,Richmond,Brisbane Lions,104,97,"[2, 3, 5, 6, 11, 10, 15, 14]","[7, 2, 11, 6, 13, 9, 14, 13]",Richmond,7,Regular season,31,07,2022,15:20:00,14,19,10.0,18.0,9.0,1.0,8.0,1683,1470,165.0,52.0,7.0,1.0,1.0,2.0,0.0,7.0,1D,38.0,114.49,0.0,D,3.0,18.0,13.0,0.0,5.0,1798,1433,156.0,53.0,8.0,0.0,1.0,5.0,0.0,4.0,2W,52.0,125.47,2.0,W,1
161,170,2022-07-31 16:40:00,20,9,Docklands,Essendon,North Melbourne,114,66,"[5, 1, 9, 5, 13, 6, 17, 12]","[2, 4, 5, 6, 7, 9, 9, 12]",Essendon,48,Regular season,31,07,2022,16:40:00,05,12,14.0,18.0,6.0,0.0,12.0,1417,1638,108.0,47.0,4.0,0.0,4.0,2.0,0.0,8.0,1L,24.0,86.51,-1.0,L,18.0,18.0,2.0,0.0,16.0,1062,1940,92.0,24.0,2.0,0.0,7.0,0.0,0.0,9.0,1L,8.0,54.74,-1.0,L,1
162,171,2022-08-05 19:50:00,21,1,M.C.G.,Melbourne,Collingwood,89,96,"[6, 2, 10, 7, 11, 11, 13, 11]","[5, 0, 8, 2, 11, 4, 15, 6]",Collingwood,7,Regular season,05,08,2022,19:50:00,11,04,2.0,19.0,14.0,0.0,5.0,1653,1256,120.0,56.0,7.0,0.0,2.0,7.0,0.0,3.0,1W,56.0,131.61,1.0,W,3.0,19.0,14.0,0.0,5.0,1618,1523,115.0,51.0,8.0,0.0,3.0,6.0,0.0,2.0,10W,56.0,106.24,10.0,W,0
163,172,2022-08-06 13:45:00,21,2,York Park,Hawthorn,Gold Coast,70,63,"[3, 5, 8, 8, 10, 9, 10, 10]","[2, 3, 5, 5, 7, 10, 8, 15]",Hawthorn,7,Regular season,06,08,2022,13:45:00,10,20,13.0,19.0,7.0,0.0,12.0,1586,1713,121.0,50.0,5.0,0.0,4.0,2.0,0.0,8.0,1L,28.0,92.59,-1.0,L,11.0,19.0,9.0,0.0,10.0,1635,1584,121.0,55.0,7.0,0.0,3.0,2.0,0.0,7.0,1W,36.0,103.22,1.0,W,1
164,173,2022-08-06 14:10:00,21,3,Sydney Showground,Greater Western Sydney,Essendon,96,69,"[3, 5, 7, 7, 11, 9, 14, 12]","[3, 3, 7, 5, 9, 8, 10, 9]",Greater Western Sydney,27,Regular season,06,08,2022,14:10:00,21,05,16.0,19.0,5.0,0.0,14.0,1409,1707,138.0,29.0,3.0,0.0,6.0,2.0,0.0,8.0,4L,20.0,82.54,-4.0,L,14.0,19.0,7.0,0.0,12.0,1531,1704,114.0,47.0,5.0,0.0,4.0,2.0,0.0,8.0,1W,28.0,89.85,1.0,W,1
165,174,2022-08-06 16:35:00,21,4,Docklands,Western Bulldogs,Fremantle,78,95,"[3, 4, 5, 5, 9, 9, 11, 12]","[5, 1, 9, 4, 13, 8, 14, 11]",Fremantle,17,Regular season,06,08,2022,16:35:00,07,08,10.0,19.0,10.0,0.0,9.0,1746,1596,161.0,61.0,6.0,0.0,3.0,4.0,0.0,6.0,1L,40.0,109.4,-1.0,L,6.0,19.0,12.0,1.0,6.0,1484,1292,111.0,33.0,6.0,0.0,4.0,6.0,1.0,2.0,1L,50.0,114.86,-1.0,L,0
166,175,2022-08-06 19:25:00,21,5,Kardinia Park,Geelong,St Kilda,110,65,"[6, 4, 8, 5, 12, 7, 17, 8]","[3, 0, 7, 1, 7, 4, 10, 5]",Geelong,45,Regular season,06,08,2022,19:25:00,09,15,1.0,19.0,15.0,0.0,4.0,1786,1318,144.0,66.0,8.0,0.0,1.0,7.0,0.0,3.0,10W,60.0,135.51,10.0,W,8.0,19.0,11.0,0.0,8.0,1498,1436,142.0,32.0,5.0,0.0,4.0,6.0,0.0,4.0,2W,44.0,104.32,2.0,W,1
167,176,2022-08-06 19:40:00,21,6,Adelaide Oval,Port Adelaide,Richmond,71,109,"[3, 1, 6, 4, 9, 6, 10, 11]","[4, 4, 7, 6, 14, 10, 16, 13]",Richmond,38,Regular season,06,08,2022,19:40:00,13,14,12.0,19.0,8.0,0.0,11.0,1478,1412,117.0,36.0,6.0,0.0,3.0,2.0,0.0,8.0,3L,32.0,104.67,-3.0,L,9.0,19.0,10.0,1.0,8.0,1787,1567,165.0,52.0,8.0,1.0,1.0,2.0,0.0,7.0,1W,42.0,114.04,1.0,W,0
168,177,2022-08-07 13:10:00,21,7,Docklands,North Melbourne,Sydney,88,126,"[2, 0, 5, 1, 8, 5, 13, 10]","[4, 5, 8, 10, 14, 15, 18, 18]",Sydney,38,Regular season,07,08,2022,13:10:00,12,16,18.0,19.0,2.0,0.0,17.0,1128,2054,92.0,24.0,2.0,0.0,7.0,0.0,0.0,10.0,2L,8.0,54.92,-2.0,L,4.0,19.0,13.0,0.0,6.0,1776,1404,121.0,59.0,8.0,0.0,2.0,5.0,0.0,4.0,4W,52.0,126.5,4.0,W,0
169,178,2022-08-07 15:20:00,21,8,Gabba,Brisbane Lions,Carlton,114,81,"[4, 6, 8, 9, 13, 11, 17, 12]","[0, 1, 3, 4, 4, 8, 12, 9]",Brisbane Lions,33,Regular season,07,08,2022,15:20:00,19,03,5.0,19.0,13.0,0.0,6.0,1895,1537,156.0,53.0,8.0,0.0,1.0,5.0,0.0,5.0,1L,52.0,123.29,-1.0,L,7.0,19.0,12.0,0.0,7.0,1628,1446,116.0,55.0,8.0,0.0,2.0,4.0,0.0,5.0,1L,48.0,112.59,-1.0,L,1
170,179,2022-08-07 16:10:00,21,9,Perth Stadium,West Coast,Adelaide,86,102,"[3, 3, 7, 4, 9, 5, 13, 8]","[4, 0, 7, 2, 12, 4, 16, 6]",Adelaide,16,Regular season,07,08,2022,16:10:00,18,01,17.0,19.0,2.0,0.0,17.0,1250,2085,107.0,30.0,1.0,0.0,9.0,1.0,0.0,8.0,5L,8.0,59.95,-5.0,L,15.0,19.0,6.0,0.0,13.0,1461,1715,115.0,54.0,4.0,0.0,6.0,2.0,0.0,7.0,1W,24.0,85.19,1.0,W,0
171,180,2022-08-12 19:50:00,22,1,Docklands,St Kilda,Brisbane Lions,66,81,"[3, 1, 4, 2, 9, 7, 9, 12]","[3, 2, 7, 6, 8, 8, 12, 9]",Brisbane Lions,15,Regular season,12,08,2022,19:50:00,15,19,9.0,20.0,11.0,0.0,9.0,1563,1546,142.0,32.0,5.0,0.0,4.0,6.0,0.0,5.0,1L,44.0,101.1,-1.0,L,5.0,20.0,14.0,0.0,6.0,2009,1618,156.0,53.0,9.0,0.0,1.0,5.0,0.0,5.0,1W,56.0,124.17,1.0,W,0
172,181,2022-08-13 13:45:00,22,2,Docklands,Western Bulldogs,Greater Western Sydney,62,57,"[3, 0, 4, 1, 8, 2, 9, 8]","[1, 1, 3, 3, 8, 6, 8, 9]",Western Bulldogs,5,Regular season,13,08,2022,13:45:00,07,21,10.0,20.0,10.0,0.0,10.0,1824,1691,161.0,61.0,6.0,0.0,4.0,4.0,0.0,6.0,2L,40.0,107.87,-2.0,L,16.0,20.0,6.0,0.0,14.0,1505,1776,138.0,29.0,4.0,0.0,6.0,2.0,0.0,8.0,1W,24.0,84.74,1.0,W,1
173,182,2022-08-13 14:10:00,22,3,Adelaide Oval,Adelaide,North Melbourne,103,74,"[4, 7, 7, 7, 10, 10, 15, 13]","[3, 3, 8, 9, 10, 10, 10, 14]",Adelaide,29,Regular season,13,08,2022,14:10:00,01,12,15.0,20.0,7.0,0.0,13.0,1563,1801,115.0,54.0,4.0,0.0,6.0,3.0,0.0,7.0,2W,28.0,86.79,2.0,W,18.0,20.0,2.0,0.0,18.0,1216,2180,92.0,24.0,2.0,0.0,8.0,0.0,0.0,10.0,3L,8.0,55.78,-3.0,L,1
174,183,2022-08-13 16:35:00,22,4,Carrara,Gold Coast,Geelong,59,119,"[2, 2, 4, 2, 7, 2, 9, 5]","[7, 3, 12, 5, 15, 9, 18, 11]",Geelong,60,Regular season,13,08,2022,16:35:00,20,09,11.0,20.0,9.0,0.0,11.0,1698,1654,121.0,55.0,7.0,0.0,3.0,2.0,0.0,8.0,1L,36.0,102.66,-1.0,L,1.0,20.0,16.0,0.0,4.0,1896,1383,144.0,66.0,9.0,0.0,1.0,7.0,0.0,3.0,11W,64.0,137.09,11.0,W,0
175,184,2022-08-13 19:25:00,22,5,M.C.G.,Melbourne,Carlton,79,74,"[1, 2, 4, 6, 7, 11, 11, 13]","[1, 3, 3, 4, 7, 8, 10, 14]",Melbourne,5,Regular season,13,08,2022,19:25:00,11,03,3.0,20.0,14.0,0.0,6.0,1742,1352,120.0,56.0,7.0,0.0,3.0,7.0,0.0,3.0,1L,56.0,128.85,-1.0,L,7.0,20.0,12.0,0.0,8.0,1709,1560,116.0,55.0,8.0,0.0,2.0,4.0,0.0,6.0,2L,48.0,109.55,-2.0,L,1
176,185,2022-08-13 19:40:00,22,6,Perth Stadium,Fremantle,West Coast,71,47,"[3, 4, 5, 6, 7, 14, 9, 17]","[4, 0, 5, 2, 6, 3, 7, 5]",Fremantle,24,Regular season,13,08,2022,19:40:00,08,18,6.0,20.0,13.0,1.0,6.0,1579,1370,111.0,33.0,6.0,0.0,4.0,7.0,1.0,2.0,1W,54.0,115.26,1.0,W,17.0,20.0,2.0,0.0,18.0,1336,2187,107.0,30.0,1.0,0.0,10.0,1.0,0.0,8.0,6L,8.0,61.09,-6.0,L,1
177,186,2022-08-14 13:10:00,22,7,M.C.G.,Richmond,Hawthorn,128,67,"[6, 2, 9, 3, 18, 5, 20, 8]","[1, 1, 4, 5, 5, 10, 9, 13]",Richmond,61,Regular season,14,08,2022,13:10:00,14,10,8.0,20.0,11.0,1.0,8.0,1896,1638,165.0,52.0,8.0,1.0,1.0,3.0,0.0,7.0,2W,46.0,115.75,2.0,W,13.0,20.0,8.0,0.0,12.0,1656,1776,121.0,50.0,6.0,0.0,4.0,2.0,0.0,8.0,1W,32.0,93.24,1.0,W,1
178,187,2022-08-14 15:20:00,22,8,S.C.G.,Sydney,Collingwood,77,50,"[4, 4, 5, 7, 9, 10, 11, 11]","[2, 3, 3, 4, 6, 5, 7, 8]",Sydney,27,Regular season,14,08,2022,15:20:00,16,04,4.0,20.0,14.0,0.0,6.0,1902,1492,126.0,59.0,8.0,0.0,2.0,6.0,0.0,4.0,5W,56.0,127.48,5.0,W,2.0,20.0,15.0,0.0,5.0,1714,1612,115.0,51.0,8.0,0.0,3.0,7.0,0.0,2.0,11W,60.0,106.33,11.0,W,1
179,188,2022-08-14 16:40:00,22,9,Docklands,Essendon,Port Adelaide,62,146,"[3, 4, 3, 5, 6, 5, 9, 8]","[5, 0, 12, 2, 14, 6, 23, 8]",Port Adelaide,84,Regular season,14,08,2022,16:40:00,05,13,14.0,20.0,7.0,0.0,13.0,1600,1800,114.0,47.0,5.0,0.0,4.0,2.0,0.0,9.0,1L,28.0,88.89,-1.0,L,12.0,20.0,8.0,0.0,12.0,1549,1521,117.0,36.0,6.0,0.0,4.0,2.0,0.0,8.0,4L,32.0,101.84,-4.0,L,0
180,189,2022-08-19 19:50:00,23,1,Gabba,Brisbane Lions,Melbourne,57,115,"[1, 1, 2, 3, 5, 6, 8, 9]","[6, 2, 13, 3, 17, 4, 18, 7]",Melbourne,58,Regular season,19,08,2022,19:50:00,19,11,4.0,21.0,15.0,0.0,6.0,2090,1684,156.0,53.0,9.0,0.0,1.0,6.0,0.0,5.0,2W,60.0,124.11,2.0,W,3.0,21.0,15.0,0.0,6.0,1821,1426,120.0,56.0,8.0,0.0,3.0,7.0,0.0,3.0,1W,60.0,127.7,1.0,W,0
181,190,2022-08-20 13:45:00,23,2,Manuka Oval,Greater Western Sydney,Fremantle,69,89,"[4, 3, 7, 4, 8, 7, 10, 9]","[2, 2, 5, 5, 8, 8, 13, 11]",Fremantle,20,Regular season,20,08,2022,13:45:00,21,08,16.0,21.0,6.0,0.0,15.0,1562,1838,138.0,29.0,4.0,0.0,6.0,2.0,0.0,9.0,1L,24.0,84.98,-1.0,L,6.0,21.0,14.0,1.0,6.0,1650,1417,111.0,33.0,7.0,0.0,4.0,7.0,1.0,2.0,2W,58.0,116.44,2.0,W,0
182,191,2022-08-20 14:10:00,23,3,Docklands,North Melbourne,Gold Coast,47,114,"[1, 5, 3, 6, 5, 9, 6, 11]","[4, 2, 6, 8, 12, 12, 16, 18]",Gold Coast,67,Regular season,20,08,2022,14:10:00,12,20,18.0,21.0,2.0,0.0,19.0,1290,2283,92.0,24.0,2.0,0.0,8.0,0.0,0.0,11.0,4L,8.0,56.5,-4.0,L,12.0,21.0,9.0,0.0,12.0,1757,1773,121.0,55.0,7.0,0.0,4.0,2.0,0.0,8.0,2L,36.0,99.1,-2.0,L,0
183,192,2022-08-20 16:35:00,23,4,Kardinia Park,Geelong,West Coast,131,46,"[6, 4, 12, 7, 15, 12, 19, 17]","[3, 2, 4, 4, 6, 4, 7, 4]",Geelong,85,Regular season,20,08,2022,16:35:00,09,18,1.0,21.0,17.0,0.0,4.0,2015,1442,144.0,66.0,9.0,0.0,1.0,8.0,0.0,3.0,12W,68.0,139.74,12.0,W,17.0,21.0,2.0,0.0,19.0,1383,2258,107.0,30.0,1.0,0.0,10.0,1.0,0.0,9.0,7L,8.0,61.25,-7.0,L,1
184,193,2022-08-20 19:25:00,23,5,M.C.G.,Essendon,Richmond,75,141,"[3, 2, 7, 6, 9, 8, 11, 9]","[6, 3, 10, 7, 16, 10, 21, 15]",Richmond,66,Regular season,20,08,2022,19:25:00,05,14,15.0,21.0,7.0,0.0,14.0,1662,1946,114.0,47.0,5.0,0.0,5.0,2.0,0.0,9.0,2L,28.0,85.41,-2.0,L,7.0,21.0,12.0,1.0,8.0,2024,1705,165.0,52.0,9.0,1.0,1.0,3.0,0.0,7.0,3W,50.0,118.71,3.0,W,0
185,194,2022-08-20 19:30:00,23,6,Adelaide Oval,Port Adelaide,Adelaide,111,55,"[2, 4, 5, 7, 9, 13, 16, 15]","[2, 3, 4, 6, 5, 9, 7, 13]",Port Adelaide,56,Regular season,20,08,2022,19:30:00,13,01,11.0,21.0,9.0,0.0,12.0,1695,1583,146.0,36.0,6.0,0.0,4.0,3.0,0.0,8.0,1W,36.0,107.08,1.0,W,14.0,21.0,8.0,0.0,13.0,1666,1875,115.0,54.0,5.0,0.0,6.0,3.0,0.0,7.0,3W,32.0,88.85,3.0,W,1
186,195,2022-08-21 13:10:00,23,7,York Park,Hawthorn,Western Bulldogs,64,87,"[4, 1, 8, 1, 9, 2, 10, 4]","[2, 1, 8, 4, 9, 12, 12, 15]",Western Bulldogs,23,Regular season,21,08,2022,13:10:00,10,07,13.0,21.0,8.0,0.0,13.0,1723,1904,121.0,50.0,6.0,0.0,4.0,2.0,0.0,9.0,1L,32.0,90.49,-1.0,L,9.0,21.0,11.0,0.0,10.0,1886,1748,161.0,61.0,7.0,0.0,4.0,4.0,0.0,6.0,1W,44.0,107.89,1.0,W,0
187,196,2022-08-21 15:20:00,23,8,M.C.G.,Carlton,Collingwood,74,75,"[0, 3, 2, 5, 10, 8, 10, 14]","[3, 5, 5, 6, 6, 8, 11, 9]",Collingwood,1,Regular season,21,08,2022,15:20:00,03,04,8.0,21.0,12.0,0.0,9.0,1783,1639,116.0,55.0,8.0,0.0,2.0,4.0,0.0,7.0,3L,48.0,108.79,-3.0,L,5.0,21.0,15.0,0.0,6.0,1764,1689,115.0,50.0,8.0,0.0,3.0,7.0,0.0,3.0,1L,60.0,104.44,-1.0,L,0
188,197,2022-08-21 16:40:00,23,9,Docklands,St Kilda,Sydney,74,88,"[3, 3, 5, 5, 7, 7, 11, 8]","[4, 2, 9, 3, 11, 6, 13, 10]",Sydney,14,Regular season,21,08,2022,16:40:00,15,16,10.0,21.0,11.0,0.0,10.0,1629,1627,142.0,32.0,5.0,0.0,5.0,6.0,0.0,5.0,2L,44.0,100.12,-2.0,L,2.0,21.0,15.0,0.0,6.0,1979,1542,126.0,59.0,9.0,0.0,2.0,6.0,0.0,4.0,6W,60.0,128.34,6.0,W,0
189,198,2022-09-01 19:20:00,24,1,Gabba,Brisbane Lions,Richmond,106,104,"[4, 3, 8, 5, 13, 7, 16, 10]","[4, 3, 9, 5, 14, 6, 16, 8]",Brisbane Lions,2,Finals,01,09,2022,19:20:00,19,14,6.0,22.0,15.0,0.0,7.0,2147,1799,156.0,53.0,9.0,0.0,2.0,6.0,0.0,5.0,1L,60.0,119.34,-1.0,L,7.0,22.0,13.0,1.0,8.0,2165,1780,165.0,52.0,9.0,1.0,1.0,4.0,0.0,7.0,4W,54.0,121.63,4.0,W,1
190,199,2022-09-02 19:50:00,24,1,M.C.G.,Melbourne,Sydney,69,91,"[4, 1, 5, 4, 10, 5, 10, 9]","[2, 3, 6, 4, 12, 5, 14, 7]",Sydney,22,Finals,02,09,2022,19:50:00,11,16,2.0,22.0,16.0,0.0,6.0,1936,1483,120.0,56.0,8.0,0.0,3.0,8.0,0.0,3.0,2W,64.0,130.55,2.0,W,3.0,22.0,16.0,0.0,6.0,2067,1616,126.0,59.0,9.0,0.0,2.0,7.0,0.0,4.0,7W,64.0,127.91,7.0,W,0
191,200,2022-09-03 16:35:00,24,1,M.C.G.,Geelong,Collingwood,78,72,"[1, 3, 4, 7, 7, 10, 11, 12]","[3, 5, 4, 8, 8, 11, 10, 12]",Geelong,6,Finals,03,09,2022,16:35:00,09,04,1.0,22.0,18.0,0.0,4.0,2146,1488,144.0,66.0,10.0,0.0,1.0,8.0,0.0,3.0,13W,72.0,144.22,13.0,W,4.0,22.0,16.0,0.0,6.0,1839,1763,115.0,50.0,8.0,0.0,3.0,8.0,0.0,3.0,1W,64.0,104.31,1.0,W,1
192,201,2022-09-03 20:10:00,24,1,Perth Stadium,Fremantle,Western Bulldogs,73,60,"[0, 1, 4, 3, 7, 5, 11, 7]","[5, 5, 6, 6, 7, 11, 8, 12]",Fremantle,13,Finals,03,09,2022,20:10:00,08,07,5.0,22.0,15.0,1.0,6.0,1739,1486,111.0,33.0,7.0,0.0,4.0,8.0,1.0,2.0,3W,62.0,117.03,3.0,W,8.0,22.0,12.0,0.0,10.0,1973,1812,161.0,61.0,7.0,0.0,4.0,5.0,0.0,6.0,2W,48.0,108.89,2.0,W,1
193,202,2022-09-09 19:50:00,24,1,M.C.G.,Melbourne,Brisbane Lions,79,92,"[3, 6, 6, 8, 8, 11, 11, 13]","[1, 3, 3, 4, 9, 5, 14, 8]",Brisbane Lions,13,Finals,09,09,2022,19:50:00,11,19,2.0,22.0,16.0,0.0,6.0,1936,1483,120.0,56.0,8.0,0.0,3.0,8.0,0.0,3.0,2W,64.0,130.55,2.0,W,6.0,22.0,15.0,0.0,7.0,2147,1799,156.0,53.0,9.0,0.0,2.0,6.0,0.0,5.0,1L,60.0,119.34,-1.0,L,0
