,index,Date,Round,Game number,Venue,Home Team,Away Team,Home team score,Away team score,Home team score detail,Away team score detail,Winning team,Margin,Year stage,day,month,year,time,HomeCode,AwayCode,Pos_home,P_home,W_home,D_home,L_home,For_home,Agn_home,Max_home,Min_home,Home_W_home,Home_D_home,Home_L_home,Away_W_home,Away_D_home,Away_L_home,Stk_home,Pts_home,%_home,Stkn_home,Stkd_home,Pos_away,P_away,W_away,D_away,L_away,For_away,Agn_away,Max_away,Min_away,Home_W_away,Home_D_away,Home_L_away,Away_W_away,Away_D_away,Away_L_away,Stk_away,Pts_away,%_away,Stkn_away,Stkd_away,target
47,56,2022-04-30 14:10:00,7,3,Adelaide Oval,Adelaide,Greater Western Sydney,54,113,"[1, 1, 2, 3, 3, 4, 8, 6]","[5, 4, 11, 8, 14, 10, 17, 11]",Greater Western Sydney,59,Regular season,30,04,2022,14:10:00,01,21,10.0,6.0,3.0,0.0,3.0,499,522,101.0,58.0,2.0,0.0,1.0,1.0,0.0,2.0,2W,12.0,95.59,2.0,W,15.0,6.0,1.0,0.0,5.0,415,563,92.0,53.0,1.0,0.0,2.0,0.0,0.0,3.0,3L,4.0,73.71,-3.0,L,0
48,57,2022-04-30 16:35:00,7,4,M.C.G.,Melbourne,Hawthorn,91,81,"[3, 3, 7, 5, 13, 9, 13, 13]","[3, 5, 5, 8, 8, 11, 11, 15]",Melbourne,10,Regular season,30,04,2022,16:35:00,11,10,1.0,6.0,6.0,0.0,0.0,542,353,120.0,68.0,3.0,0.0,0.0,3.0,0.0,0.0,6W,24.0,153.54,6.0,W,9.0,6.0,3.0,0.0,3.0,504,519,120.0,68.0,2.0,0.0,2.0,1.0,0.0,1.0,1L,12.0,97.11,-1.0,L,1
49,58,2022-04-30 19:25:00,7,5,Docklands,Carlton,North Melbourne,114,64,"[5, 2, 8, 5, 15, 8, 17, 12]","[2, 3, 7, 3, 9, 4, 10, 4]",Carlton,50,Regular season,30,04,2022,19:25:00,03,12,7.0,6.0,4.0,0.0,2.0,495,519,102.0,62.0,3.0,0.0,0.0,1.0,0.0,2.0,1L,16.0,95.38,-1.0,L,18.0,6.0,1.0,0.0,5.0,387,639,75.0,48.0,1.0,0.0,2.0,0.0,0.0,3.0,4L,4.0,60.56,-4.0,L,1
50,59,2022-04-30 19:25:00,7,6,Cazaly's Stadium,St Kilda,Port Adelaide,42,43,"[2, 3, 3, 6, 3, 13, 4, 18]","[0, 2, 1, 4, 4, 6, 5, 13]",Port Adelaide,1,Regular season,30,04,2022,19:25:00,15,13,5.0,6.0,5.0,0.0,1.0,573,435,142.0,65.0,2.0,0.0,1.0,3.0,0.0,0.0,5W,20.0,131.72,5.0,W,14.0,6.0,1.0,0.0,5.0,461,491,117.0,36.0,1.0,0.0,2.0,0.0,0.0,3.0,1W,4.0,93.89,1.0,W,0
51,60,2022-05-01 13:10:00,7,7,M.C.G.,Collingwood,Gold Coast,115,90,"[7, 3, 11, 5, 15, 10, 17, 13]","[3, 1, 8, 2, 11, 3, 14, 6]",Collingwood,25,Regular season,01,05,2022,13:10:00,04,20,8.0,6.0,3.0,0.0,3.0,551,514,102.0,74.0,1.0,0.0,2.0,2.0,0.0,1.0,1W,12.0,107.2,1.0,W,13.0,6.0,2.0,0.0,4.0,466,526,107.0,57.0,1.0,0.0,2.0,1.0,0.0,2.0,2L,8.0,88.59,-2.0,L,1
52,61,2022-05-01 15:20:00,7,8,Docklands,Western Bulldogs,Essendon,103,71,"[3, 1, 6, 3, 13, 4, 16, 7]","[2, 3, 3, 7, 6, 10, 10, 11]",Western Bulldogs,32,Regular season,01,05,2022,15:20:00,07,05,11.0,6.0,2.0,0.0,4.0,494,492,139.0,61.0,1.0,0.0,2.0,1.0,0.0,2.0,1L,8.0,100.41,-1.0,L,16.0,6.0,1.0,0.0,5.0,461,633,103.0,59.0,1.0,0.0,3.0,0.0,0.0,2.0,2L,4.0,72.83,-2.0,L,1
53,62,2022-05-01 16:40:00,7,9,S.C.G.,Sydney,Brisbane Lions,89,113,"[1, 3, 2, 4, 8, 6, 13, 11]","[1, 3, 7, 7, 12, 11, 17, 11]",Brisbane Lions,24,Regular season,01,05,2022,16:40:00,16,19,4.0,6.0,5.0,0.0,1.0,595,441,121.0,60.0,2.0,0.0,0.0,3.0,0.0,1.0,3W,20.0,134.92,3.0,W,3.0,6.0,5.0,0.0,1.0,633,443,156.0,70.0,3.0,0.0,0.0,2.0,0.0,1.0,2W,20.0,142.89,2.0,W,0
54,63,2022-05-06 19:30:00,8,1,Adelaide Oval,Port Adelaide,Western Bulldogs,86,69,"[5, 0, 7, 4, 12, 8, 12, 14]","[4, 4, 6, 6, 8, 8, 10, 9]",Port Adelaide,17,Regular season,06,05,2022,19:30:00,13,07,13.0,7.0,2.0,0.0,5.0,504,533,117.0,36.0,1.0,0.0,2.0,1.0,0.0,3.0,2W,8.0,94.56,2.0,W,10.0,7.0,3.0,0.0,4.0,597,563,139.0,61.0,2.0,0.0,2.0,1.0,0.0,2.0,1W,12.0,106.04,1.0,W,1
55,64,2022-05-06 20:40:00,8,2,Perth Stadium,Fremantle,North Melbourne,102,24,"[5, 1, 8, 5, 12, 9, 15, 12]","[0, 2, 2, 3, 2, 5, 3, 6]",Fremantle,78,Regular season,06,05,2022,20:40:00,08,12,3.0,7.0,6.0,0.0,1.0,601,435,107.0,55.0,2.0,0.0,1.0,4.0,0.0,0.0,5W,24.0,138.16,5.0,W,17.0,7.0,1.0,0.0,6.0,451,753,75.0,48.0,1.0,0.0,2.0,0.0,0.0,4.0,5L,4.0,59.89,-5.0,L,1
56,65,2022-05-07 13:45:00,8,3,M.C.G.,Richmond,Collingwood,113,86,"[3, 3, 9, 7, 13, 10, 17, 11]","[2, 3, 5, 7, 8, 11, 12, 14]",Richmond,27,Regular season,07,05,2022,13:45:00,14,04,9.0,7.0,3.0,0.0,4.0,669,585,165.0,54.0,2.0,0.0,1.0,1.0,0.0,3.0,1W,12.0,114.36,1.0,W,8.0,7.0,4.0,0.0,3.0,666,604,115.0,74.0,2.0,0.0,2.0,2.0,0.0,1.0,2W,16.0,110.26,2.0,W,1
57,66,2022-05-07 13:45:00,8,4,S.C.G.,Sydney,Gold Coast,61,75,"[1, 4, 4, 7, 8, 11, 8, 13]","[3, 6, 7, 6, 8, 11, 10, 15]",Gold Coast,14,Regular season,07,05,2022,13:45:00,16,20,5.0,7.0,5.0,0.0,2.0,684,554,121.0,60.0,2.0,0.0,1.0,3.0,0.0,1.0,1L,20.0,123.47,-1.0,L,14.0,7.0,2.0,0.0,5.0,556,641,107.0,57.0,1.0,0.0,2.0,1.0,0.0,3.0,3L,8.0,86.74,-3.0,L,0
58,67,2022-05-07 16:35:00,8,5,Manuka Oval,Greater Western Sydney,Geelong,35,88,"[2, 2, 3, 5, 3, 9, 4, 11]","[4, 3, 6, 7, 8, 11, 12, 16]",Geelong,53,Regular season,07,05,2022,16:35:00,21,09,15.0,7.0,2.0,0.0,5.0,528,617,113.0,53.0,1.0,0.0,2.0,1.0,0.0,3.0,1W,8.0,85.58,1.0,W,7.0,7.0,4.0,0.0,3.0,666,562,138.0,66.0,2.0,0.0,1.0,2.0,0.0,2.0,1L,16.0,118.51,-1.0,L,0
59,68,2022-05-07 19:25:00,8,6,Docklands,Essendon,Hawthorn,108,81,"[2, 2, 6, 3, 8, 10, 16, 12]","[3, 7, 8, 9, 10, 13, 11, 15]",Essendon,27,Regular season,07,05,2022,19:25:00,05,10,16.0,7.0,1.0,0.0,6.0,532,736,103.0,59.0,1.0,0.0,3.0,0.0,0.0,3.0,3L,4.0,72.28,-3.0,L,11.0,7.0,3.0,0.0,4.0,585,610,120.0,68.0,2.0,0.0,2.0,1.0,0.0,2.0,2L,12.0,95.9,-2.0,L,1
60,69,2022-05-07 19:25:00,8,7,Gabba,Brisbane Lions,West Coast,105,30,"[3, 3, 5, 6, 9, 7, 16, 9]","[1, 0, 1, 1, 3, 2, 4, 6]",Brisbane Lions,75,Regular season,07,05,2022,19:25:00,19,18,2.0,7.0,6.0,0.0,1.0,746,532,156.0,70.0,3.0,0.0,0.0,3.0,0.0,1.0,3W,24.0,140.23,3.0,W,18.0,7.0,1.0,0.0,6.0,420,760,87.0,33.0,0.0,0.0,4.0,1.0,0.0,2.0,3L,4.0,55.26,-3.0,L,1
61,70,2022-05-08 13:10:00,8,8,M.C.G.,Melbourne,St Kilda,93,55,"[4, 2, 9, 3, 10, 5, 14, 9]","[0, 3, 3, 4, 5, 7, 8, 7]",Melbourne,38,Regular season,08,05,2022,13:10:00,11,15,1.0,7.0,7.0,0.0,0.0,633,434,120.0,68.0,4.0,0.0,0.0,3.0,0.0,0.0,7W,28.0,145.85,7.0,W,4.0,7.0,5.0,0.0,2.0,615,478,142.0,42.0,2.0,0.0,2.0,3.0,0.0,0.0,1L,20.0,128.66,-1.0,L,1
62,71,2022-05-08 16:40:00,8,9,Docklands,Carlton,Adelaide,116,68,"[3, 3, 9, 6, 15, 12, 17, 14]","[2, 2, 5, 4, 5, 6, 10, 8]",Carlton,48,Regular season,08,05,2022,16:40:00,03,01,6.0,7.0,5.0,0.0,2.0,609,583,114.0,62.0,4.0,0.0,0.0,1.0,0.0,2.0,1W,20.0,104.46,1.0,W,12.0,7.0,3.0,0.0,4.0,553,635,101.0,54.0,2.0,0.0,2.0,1.0,0.0,2.0,1L,12.0,87.09,-1.0,L,1
63,72,2022-05-13 19:50:00,9,1,Docklands,Collingwood,Western Bulldogs,51,99,"[1, 3, 2, 6, 4, 7, 7, 9]","[6, 5, 7, 10, 11, 11, 14, 15]",Western Bulldogs,48,Regular season,13,05,2022,19:50:00,04,07,9.0,8.0,4.0,0.0,4.0,752,717,115.0,74.0,2.0,0.0,2.0,2.0,0.0,2.0,1L,16.0,104.88,-1.0,L,10.0,8.0,3.0,0.0,5.0,666,649,139.0,61.0,2.0,0.0,2.0,1.0,0.0,3.0,1L,12.0,102.62,-1.0,L,0
64,73,2022-05-14 13:45:00,9,2,M.C.G.,Hawthorn,Richmond,94,117,"[4, 4, 8, 5, 9, 8, 14, 10]","[3, 3, 9, 5, 12, 9, 17, 15]",Richmond,23,Regular season,14,05,2022,13:45:00,10,14,12.0,8.0,3.0,0.0,5.0,666,718,120.0,68.0,2.0,0.0,2.0,1.0,0.0,3.0,3L,12.0,92.76,-3.0,L,8.0,8.0,4.0,0.0,4.0,782,671,165.0,54.0,3.0,0.0,1.0,1.0,0.0,3.0,2W,16.0,116.54,2.0,W,0
65,74,2022-05-14 14:10:00,9,3,Bellerive Oval,North Melbourne,Port Adelaide,46,115,"[1, 3, 3, 7, 5, 9, 6, 10]","[6, 5, 8, 8, 10, 11, 17, 13]",Port Adelaide,69,Regular season,14,05,2022,14:10:00,12,13,17.0,8.0,1.0,0.0,7.0,475,855,75.0,24.0,1.0,0.0,2.0,0.0,0.0,5.0,6L,4.0,55.56,-6.0,L,11.0,8.0,3.0,0.0,5.0,590,602,117.0,36.0,2.0,0.0,2.0,1.0,0.0,3.0,3W,12.0,98.01,3.0,W,0
66,75,2022-05-14 16:35:00,9,4,Docklands,St Kilda,Geelong,90,80,"[2, 2, 4, 4, 11, 8, 13, 12]","[4, 3, 6, 8, 8, 10, 11, 14]",St Kilda,10,Regular season,14,05,2022,16:35:00,15,09,7.0,8.0,5.0,0.0,3.0,670,571,142.0,42.0,2.0,0.0,2.0,3.0,0.0,1.0,2L,20.0,117.34,-2.0,L,5.0,8.0,5.0,0.0,3.0,754,597,138.0,66.0,2.0,0.0,1.0,3.0,0.0,2.0,1W,20.0,126.3,1.0,W,1
67,76,2022-05-14 19:25:00,9,5,S.C.G.,Sydney,Essendon,105,47,"[5, 5, 9, 12, 12, 16, 14, 21]","[2, 3, 4, 4, 5, 7, 6, 11]",Sydney,58,Regular season,14,05,2022,19:25:00,16,05,6.0,8.0,5.0,0.0,3.0,745,629,121.0,60.0,2.0,0.0,2.0,3.0,0.0,1.0,2L,20.0,118.44,-2.0,L,16.0,8.0,2.0,0.0,6.0,640,817,108.0,59.0,2.0,0.0,3.0,0.0,0.0,3.0,1W,8.0,78.34,1.0,W,1
68,77,2022-05-14 19:40:00,9,6,Adelaide Oval,Adelaide,Brisbane Lions,66,102,"[3, 3, 7, 6, 8, 8, 9, 12]","[5, 2, 7, 3, 13, 6, 16, 6]",Brisbane Lions,36,Regular season,14,05,2022,19:40:00,01,19,14.0,8.0,3.0,0.0,5.0,621,751,101.0,54.0,2.0,0.0,2.0,1.0,0.0,3.0,2L,12.0,82.69,-2.0,L,3.0,8.0,7.0,0.0,1.0,851,562,156.0,70.0,4.0,0.0,0.0,3.0,0.0,1.0,4W,28.0,151.42,4.0,W,0
69,78,2022-05-15 13:40:00,9,7,Carrara,Gold Coast,Fremantle,69,33,"[2, 1, 5, 5, 6, 8, 10, 9]","[2, 3, 2, 4, 2, 5, 4, 9]",Gold Coast,36,Regular season,15,05,2022,13:40:00,20,08,13.0,8.0,3.0,0.0,5.0,631,702,107.0,57.0,1.0,0.0,2.0,2.0,0.0,3.0,1W,12.0,89.89,1.0,W,2.0,8.0,7.0,0.0,1.0,703,459,107.0,55.0,3.0,0.0,1.0,4.0,0.0,0.0,6W,28.0,153.16,6.0,W,1
70,79,2022-05-15 15:20:00,9,8,Sydney Showground,Greater Western Sydney,Carlton,75,105,"[3, 3, 7, 5, 10, 6, 11, 9]","[5, 3, 7, 5, 10, 12, 15, 15]",Carlton,30,Regular season,15,05,2022,15:20:00,21,03,15.0,8.0,2.0,0.0,6.0,563,705,113.0,35.0,1.0,0.0,3.0,1.0,0.0,3.0,1L,8.0,79.86,-1.0,L,4.0,8.0,6.0,0.0,2.0,725,651,116.0,62.0,5.0,0.0,0.0,1.0,0.0,2.0,2W,24.0,111.37,2.0,W,0
71,80,2022-05-15 17:20:00,9,9,Perth Stadium,West Coast,Melbourne,38,112,"[1, 0, 1, 3, 3, 4, 5, 8]","[6, 5, 7, 9, 9, 12, 16, 16]",Melbourne,74,Regular season,15,05,2022,17:20:00,18,11,18.0,8.0,1.0,0.0,7.0,450,865,87.0,30.0,0.0,0.0,4.0,1.0,0.0,3.0,4L,4.0,52.02,-4.0,L,1.0,8.0,8.0,0.0,0.0,726,489,120.0,68.0,5.0,0.0,0.0,3.0,0.0,0.0,8W,32.0,148.47,8.0,W,0
72,81,2022-05-20 19:50:00,10,1,Docklands,Carlton,Sydney,102,87,"[3, 5, 12, 8, 14, 9, 15, 12]","[4, 0, 7, 0, 12, 4, 13, 9]",Carlton,15,Regular season,20,05,2022,19:50:00,03,16,4.0,9.0,7.0,0.0,2.0,830,726,116.0,62.0,5.0,0.0,0.0,2.0,0.0,2.0,3W,28.0,114.33,3.0,W,5.0,9.0,6.0,0.0,3.0,850,676,121.0,60.0,3.0,0.0,2.0,3.0,0.0,1.0,1W,24.0,125.74,1.0,W,1
73,82,2022-05-21 13:45:00,10,2,Eureka Stadium,Western Bulldogs,Gold Coast,106,87,"[4, 5, 6, 12, 10, 15, 15, 16]","[3, 3, 6, 5, 9, 7, 13, 9]",Western Bulldogs,19,Regular season,21,05,2022,13:45:00,07,20,9.0,9.0,4.0,0.0,5.0,765,700,139.0,61.0,2.0,0.0,2.0,2.0,0.0,3.0,1W,16.0,109.29,1.0,W,12.0,9.0,4.0,0.0,5.0,700,735,107.0,57.0,2.0,0.0,2.0,2.0,0.0,3.0,2W,16.0,95.24,2.0,W,1
74,83,2022-05-21 13:45:00,10,3,Kardinia Park,Geelong,Port Adelaide,82,47,"[3, 6, 4, 8, 9, 11, 11, 16]","[2, 1, 5, 3, 6, 3, 7, 5]",Geelong,35,Regular season,21,05,2022,13:45:00,09,13,7.0,9.0,5.0,0.0,4.0,834,687,138.0,66.0,2.0,0.0,1.0,3.0,0.0,3.0,1L,20.0,121.4,-1.0,L,10.0,9.0,4.0,0.0,5.0,705,648,117.0,36.0,2.0,0.0,2.0,2.0,0.0,3.0,4W,16.0,108.8,4.0,W,1
75,84,2022-05-21 16:35:00,10,4,Docklands,North Melbourne,Melbourne,53,100,"[3, 0, 6, 1, 8, 3, 8, 5]","[4, 4, 8, 9, 10, 13, 14, 16]",Melbourne,47,Regular season,21,05,2022,16:35:00,12,11,17.0,9.0,1.0,0.0,8.0,521,970,75.0,24.0,1.0,0.0,3.0,0.0,0.0,5.0,7L,4.0,53.71,-7.0,L,1.0,9.0,9.0,0.0,0.0,838,527,120.0,68.0,5.0,0.0,0.0,4.0,0.0,0.0,9W,36.0,159.01,9.0,W,0
76,85,2022-05-21 19:30:00,10,5,Adelaide Oval,Adelaide,St Kilda,69,90,"[1, 5, 4, 8, 6, 13, 9, 15]","[2, 1, 3, 3, 6, 4, 14, 6]",St Kilda,21,Regular season,21,05,2022,19:30:00,01,15,14.0,9.0,3.0,0.0,6.0,687,853,101.0,54.0,2.0,0.0,3.0,1.0,0.0,3.0,3L,12.0,80.54,-3.0,L,6.0,9.0,6.0,0.0,3.0,760,651,142.0,42.0,3.0,0.0,2.0,3.0,0.0,1.0,1W,24.0,116.74,1.0,W,0
77,86,2022-05-21 19:30:00,10,6,M.C.G.,Richmond,Essendon,80,48,"[2, 3, 7, 5, 9, 12, 11, 14]","[1, 2, 3, 3, 6, 3, 7, 6]",Richmond,32,Regular season,21,05,2022,19:30:00,14,05,8.0,9.0,5.0,0.0,4.0,899,765,165.0,54.0,3.0,0.0,1.0,2.0,0.0,3.0,3W,20.0,117.52,3.0,W,16.0,9.0,2.0,0.0,7.0,687,922,108.0,47.0,2.0,0.0,3.0,0.0,0.0,4.0,1L,8.0,74.51,-1.0,L,1
78,87,2022-05-22 14:10:00,10,7,Sydney Showground,Greater Western Sydney,West Coast,138,86,"[7, 3, 14, 3, 17, 7, 21, 12]","[4, 1, 5, 4, 9, 5, 13, 8]",Greater Western Sydney,52,Regular season,22,05,2022,14:10:00,21,18,15.0,9.0,2.0,0.0,7.0,638,810,113.0,35.0,1.0,0.0,4.0,1.0,0.0,3.0,2L,8.0,78.77,-2.0,L,18.0,9.0,1.0,0.0,8.0,488,977,87.0,30.0,0.0,0.0,5.0,1.0,0.0,3.0,5L,4.0,49.95,-5.0,L,1
79,88,2022-05-22 15:20:00,10,8,York Park,Hawthorn,Brisbane Lions,117,112,"[5, 2, 10, 3, 13, 5, 18, 9]","[6, 2, 9, 8, 13, 9, 17, 10]",Hawthorn,5,Regular season,22,05,2022,15:20:00,10,19,13.0,9.0,3.0,0.0,6.0,760,835,120.0,68.0,2.0,0.0,3.0,1.0,0.0,3.0,4L,12.0,91.02,-4.0,L,2.0,9.0,8.0,0.0,1.0,953,628,156.0,70.0,4.0,0.0,0.0,4.0,0.0,1.0,5W,32.0,151.75,5.0,W,1
80,89,2022-05-22 17:20:00,10,9,Perth Stadium,Fremantle,Collingwood,44,80,"[2, 2, 2, 4, 3, 6, 6, 8]","[2, 2, 5, 3, 7, 4, 12, 8]",Collingwood,36,Regular season,22,05,2022,17:20:00,08,04,3.0,9.0,7.0,0.0,2.0,736,528,107.0,33.0,3.0,0.0,1.0,4.0,0.0,1.0,1L,28.0,139.39,-1.0,L,11.0,9.0,4.0,0.0,5.0,803,816,115.0,51.0,2.0,0.0,3.0,2.0,0.0,2.0,2L,16.0,98.41,-2.0,L,0
81,90,2022-05-27 19:50:00,11,1,S.C.G.,Sydney,Richmond,106,100,"[3, 4, 6, 7, 10, 10, 16, 10]","[5, 0, 11, 2, 12, 4, 15, 10]",Sydney,6,Regular season,27,05,2022,19:50:00,16,14,7.0,10.0,6.0,0.0,4.0,937,778,121.0,60.0,3.0,0.0,2.0,3.0,0.0,2.0,1L,24.0,120.44,-1.0,L,8.0,10.0,6.0,0.0,4.0,979,813,165.0,54.0,4.0,0.0,1.0,2.0,0.0,3.0,4W,24.0,120.42,4.0,W,1
82,91,2022-05-28 13:45:00,11,2,Kardinia Park,Geelong,Adelaide,97,55,"[2, 4, 8, 5, 11, 5, 15, 7]","[0, 6, 3, 7, 6, 11, 7, 13]",Geelong,42,Regular season,28,05,2022,13:45:00,09,01,6.0,10.0,6.0,0.0,4.0,916,734,138.0,66.0,3.0,0.0,1.0,3.0,0.0,3.0,1W,24.0,124.8,1.0,W,15.0,10.0,3.0,0.0,7.0,756,943,101.0,54.0,2.0,0.0,4.0,1.0,0.0,3.0,4L,12.0,80.17,-4.0,L,1
83,92,2022-05-28 13:45:00,11,3,Gabba,Brisbane Lions,Greater Western Sydney,110,96,"[6, 1, 9, 4, 14, 11, 16, 14]","[8, 1, 10, 1, 12, 2, 15, 6]",Brisbane Lions,14,Regular season,28,05,2022,13:45:00,19,21,2.0,10.0,8.0,0.0,2.0,1065,745,156.0,70.0,4.0,0.0,0.0,4.0,0.0,2.0,1L,32.0,142.95,-1.0,L,14.0,10.0,3.0,0.0,7.0,776,896,138.0,35.0,2.0,0.0,4.0,1.0,0.0,3.0,1W,12.0,86.61,1.0,W,1
84,93,2022-05-28 16:35:00,11,4,M.C.G.,Melbourne,Fremantle,56,94,"[2, 2, 6, 8, 7, 10, 7, 14]","[1, 6, 2, 7, 10, 9, 14, 10]",Fremantle,38,Regular season,28,05,2022,16:35:00,11,08,1.0,10.0,10.0,0.0,0.0,938,580,120.0,68.0,5.0,0.0,0.0,5.0,0.0,0.0,10W,40.0,161.72,10.0,W,4.0,10.0,7.0,0.0,3.0,780,608,107.0,33.0,3.0,0.0,2.0,4.0,0.0,1.0,2L,28.0,128.29,-2.0,L,0
85,94,2022-05-28 19:30:00,11,5,Perth Stadium,West Coast,Western Bulldogs,60,161,"[3, 0, 5, 5, 7, 5, 9, 6]","[6, 3, 10, 7, 18, 9, 25, 11]",Western Bulldogs,101,Regular season,28,05,2022,19:30:00,18,07,18.0,10.0,1.0,0.0,9.0,574,1115,87.0,30.0,0.0,0.0,5.0,1.0,0.0,4.0,6L,4.0,51.48,-6.0,L,9.0,10.0,5.0,0.0,5.0,871,787,139.0,61.0,3.0,0.0,2.0,2.0,0.0,3.0,2W,20.0,110.67,2.0,W,0
86,95,2022-05-28 19:40:00,11,6,Marrara Oval,Gold Coast,Hawthorn,121,54,"[4, 3, 10, 8, 14, 12, 18, 13]","[1, 3, 4, 3, 5, 5, 7, 12]",Gold Coast,67,Regular season,28,05,2022,19:40:00,20,10,12.0,10.0,4.0,0.0,6.0,787,841,107.0,57.0,2.0,0.0,2.0,2.0,0.0,4.0,1L,16.0,93.58,-1.0,L,13.0,10.0,4.0,0.0,6.0,877,947,120.0,68.0,3.0,0.0,3.0,1.0,0.0,3.0,1W,16.0,92.61,1.0,W,1
87,96,2022-05-29 13:10:00,11,7,Docklands,St Kilda,North Melbourne,103,50,"[5, 2, 6, 5, 12, 7, 16, 7]","[2, 2, 2, 3, 4, 4, 7, 8]",St Kilda,53,Regular season,29,05,2022,13:10:00,15,12,5.0,10.0,7.0,0.0,3.0,850,720,142.0,42.0,3.0,0.0,2.0,4.0,0.0,1.0,2W,28.0,118.06,2.0,W,17.0,10.0,1.0,0.0,9.0,574,1070,75.0,24.0,1.0,0.0,4.0,0.0,0.0,5.0,8L,4.0,53.64,-8.0,L,1
88,97,2022-05-29 15:20:00,11,8,M.C.G.,Collingwood,Carlton,79,75,"[3, 4, 4, 8, 7, 12, 11, 13]","[2, 2, 6, 2, 6, 7, 11, 9]",Collingwood,4,Regular season,29,05,2022,15:20:00,04,03,10.0,10.0,5.0,0.0,5.0,883,860,115.0,51.0,2.0,0.0,3.0,3.0,0.0,2.0,1W,20.0,102.67,1.0,W,3.0,10.0,8.0,0.0,2.0,932,813,116.0,62.0,6.0,0.0,0.0,2.0,0.0,2.0,4W,32.0,114.64,4.0,W,1
89,98,2022-05-29 16:40:00,11,9,Adelaide Oval,Port Adelaide,Essendon,66,50,"[4, 2, 8, 4, 9, 8, 9, 12]","[0, 6, 2, 9, 6, 12, 6, 14]",Port Adelaide,16,Regular season,29,05,2022,16:40:00,13,05,11.0,10.0,4.0,0.0,6.0,752,730,117.0,36.0,2.0,0.0,2.0,2.0,0.0,4.0,1L,16.0,103.01,-1.0,L,16.0,10.0,2.0,0.0,8.0,735,1002,108.0,47.0,2.0,0.0,3.0,0.0,0.0,5.0,2L,8.0,73.35,-2.0,L,1
90,99,2022-06-03 19:50:00,12,1,Docklands,Western Bulldogs,Geelong,70,83,"[1, 5, 4, 6, 6, 9, 10, 10]","[7, 2, 8, 6, 8, 8, 12, 11]",Geelong,13,Regular season,03,06,2022,19:50:00,07,09,8.0,11.0,6.0,0.0,5.0,1032,847,161.0,61.0,3.0,0.0,2.0,3.0,0.0,3.0,3W,24.0,121.84,3.0,W,6.0,11.0,7.0,0.0,4.0,1013,789,138.0,66.0,4.0,0.0,1.0,3.0,0.0,3.0,2W,28.0,128.39,2.0,W,0
91,100,2022-06-04 13:45:00,12,2,Adelaide Oval,Adelaide,West Coast,88,57,"[5, 2, 9, 6, 10, 10, 13, 10]","[0, 1, 3, 4, 5, 5, 8, 9]",Adelaide,31,Regular season,04,06,2022,13:45:00,01,18,15.0,11.0,3.0,0.0,8.0,811,1040,101.0,54.0,2.0,0.0,4.0,1.0,0.0,4.0,5L,12.0,77.98,-5.0,L,18.0,11.0,1.0,0.0,10.0,634,1276,87.0,30.0,0.0,0.0,6.0,1.0,0.0,4.0,7L,4.0,49.69,-7.0,L,1
92,101,2022-06-04 16:35:00,12,3,Marrara Oval,Gold Coast,North Melbourne,109,47,"[1, 4, 8, 11, 11, 13, 15, 19]","[4, 3, 4, 3, 7, 3, 7, 5]",Gold Coast,62,Regular season,04,06,2022,16:35:00,20,12,12.0,11.0,5.0,0.0,6.0,908,895,121.0,57.0,3.0,0.0,2.0,2.0,0.0,4.0,1W,20.0,101.45,1.0,W,17.0,11.0,1.0,0.0,10.0,624,1173,75.0,24.0,1.0,0.0,4.0,0.0,0.0,6.0,9L,4.0,53.2,-9.0,L,1
93,102,2022-06-04 19:25:00,12,4,M.C.G.,Melbourne,Sydney,61,73,"[5, 1, 7, 1, 8, 6, 9, 7]","[1, 5, 6, 9, 6, 11, 10, 13]",Sydney,12,Regular season,04,06,2022,19:25:00,11,16,1.0,11.0,10.0,0.0,1.0,994,674,120.0,56.0,5.0,0.0,1.0,5.0,0.0,0.0,1L,40.0,147.48,-1.0,L,7.0,11.0,7.0,0.0,4.0,1043,878,121.0,60.0,4.0,0.0,2.0,3.0,0.0,2.0,1W,28.0,118.79,1.0,W,0
94,103,2022-06-05 14:10:00,12,5,M.C.G.,Hawthorn,Collingwood,68,72,"[2, 2, 4, 4, 8, 5, 10, 8]","[5, 4, 7, 9, 8, 10, 10, 12]",Collingwood,4,Regular season,05,06,2022,14:10:00,10,04,13.0,11.0,4.0,0.0,7.0,931,1068,120.0,54.0,3.0,0.0,3.0,1.0,0.0,4.0,1L,16.0,87.17,-1.0,L,10.0,11.0,6.0,0.0,5.0,962,935,115.0,51.0,3.0,0.0,3.0,3.0,0.0,2.0,2W,24.0,102.89,2.0,W,0
95,104,2022-06-05 17:20:00,12,6,Perth Stadium,Fremantle,Brisbane Lions,99,85,"[1, 1, 4, 3, 10, 5, 15, 9]","[3, 2, 4, 4, 7, 6, 13, 7]",Fremantle,14,Regular season,05,06,2022,17:20:00,08,19,3.0,11.0,8.0,0.0,3.0,874,664,107.0,33.0,3.0,0.0,2.0,5.0,0.0,1.0,1W,32.0,131.63,1.0,W,2.0,11.0,9.0,0.0,2.0,1175,841,156.0,70.0,5.0,0.0,0.0,4.0,0.0,2.0,1W,36.0,139.71,1.0,W,1
